"","Time","VO2.ml.min"
"168",2.32652777778,61.2889810606
"169",2.34041666666,56.628893704
"170",2.35430555556,52.5519751412
"171",2.36819444444,48.8363700606
"172",2.38208333334,45.416929215
"173",2.39597222222,42.6737769204
"174",2.40986111112,41.7646560648
"175",2.42375,40.7208231332
"176",2.43763888888,39.60519889
"177",2.45152777778,38.7301979708
"178",2.46541666666,37.2504143596
"179",2.47930555556,36.6879632698
"180",2.49319444444,36.3295902212
"181",2.50708333334,35.8608992898
"182",2.52097222222,36.0338286894
"183",2.53486111112,36.4913740516
"184",2.54875,36.4352391336
"185",2.56263888888,35.3934781834
"186",2.57652777778,35.4425422042
"187",2.59041666666,35.4974853754
"188",2.60430555556,37.330631568
"189",2.61819444444,38.044713536
"190",2.63208333334,38.1342767686
"191",2.64597222222,38.264292423
"192",2.65986111112,38.1923697214
"193",2.67375,38.190812974
"194",2.68763888888,38.2297498842
"195",2.70152777778,37.71869825
"196",2.71541666666,37.6466548108
"197",2.72930555556,36.6670643692
"198",2.74319444444,36.7087658678
"199",2.75708333334,36.4153093706
"200",2.77097222222,34.875332976
"201",2.78486111112,34.7699453112
"202",2.79875,35.7790776342
"203",2.81263888888,36.6103436642
"204",2.82652777778,36.1939937482
"205",2.84041666666,36.9974964574
"206",2.85430555556,37.5035270678
"207",2.86819444444,37.549802333
"208",2.88208333334,36.3547992816
"209",2.89597222222,35.2966049364
"210",2.90986111112,34.727532569
"211",2.92375,34.6946740916
"212",2.93763888888,34.7354476832
"213",2.95152777778,34.096118222
"214",2.96541666666,33.2901210768
"215",2.97930555556,33.2851946002
"216",2.99319444444,33.5840584632
"217",3.00708333334,34.406527389
"218",3.02097222222,34.3724710036
"219",3.03486111112,34.5469384208
"220",3.04875,34.9752522668
"221",3.06263888888,35.1477962158
"222",3.07652777778,34.9900792722
"223",3.09041666666,35.314716279
"224",3.10430555556,36.0631266744
"225",3.11819444444,37.0616525308
"226",3.13208333334,37.2071384516
"227",3.14597222222,37.0184256086
"228",3.15986111112,37.193825258
"229",3.17375,37.4199891704
"230",3.18763888888,37.3456985878
"231",3.20152777778,36.858666412
"232",3.21541666666,36.6605632826
"233",3.22930555556,36.6738914938
"234",3.24319444444,35.4962800696
"235",3.25708333334,34.803334921
"236",3.27097222222,34.1512482506
"237",3.28486111112,34.3749399712
"238",3.29875,34.4209699008
"239",3.31263888888,34.4804887006
"240",3.32652777778,35.1827083342
"241",3.34041666666,35.6585106766
"242",3.35430555556,36.0979550466
"243",3.36819444444,36.2747855206
"244",3.38208333334,36.6939452674
"245",3.39597222222,36.6788763172
"246",3.40986111112,36.887707357
"247",3.42375,36.548885295
"248",3.43763888888,36.083412797
"249",3.45152777778,35.7556437304
"250",3.46541666666,37.3883342998
"251",3.47930555556,36.5499717918
"252",3.49319444444,36.0960736454
"253",3.50708333334,35.6278623184
"254",3.52097222222,35.5400264408
"255",3.53486111112,36.7372205556
"256",3.54875,36.0531018576
"257",3.56263888888,35.226616355
"258",3.57652777778,35.0396323708
"259",3.59041666666,34.893156742
"260",3.60430555556,34.6446081134
"261",3.61819444444,34.7876071292
"262",3.63208333334,34.1337042992
"263",3.64597222222,34.2374453156
"264",3.65986111112,34.4364455182
"265",3.67375,35.253952498
"266",3.68763888888,35.0926079224
"267",3.70152777778,34.4756278364
"268",3.71541666666,34.6166364816
"269",3.72930555556,35.7486973708
"270",3.74319444444,35.8544525024
"271",3.75708333334,36.3489496522
"272",3.77097222222,37.2446221182
"273",3.78486111112,37.5050379308
"274",3.79875,37.6413974524
"275",3.81263888888,37.8035932726
"276",3.82652777778,37.8348765418
"277",3.84041666666,38.46516363
"278",3.85430555556,38.5311569512
"279",3.86819444444,38.9768358372
"280",3.88208333334,38.8168440188
"281",3.89597222222,38.9721845962
"282",3.90986111112,38.3839820574
"283",3.92375,39.3712517946
"284",3.93763888888,38.294771978
"285",3.95152777778,37.8244090432
"286",3.96541666666,37.856077977
"287",3.97930555556,38.2000910088
"288",3.99319444444,38.4569861718
"289",4.00708333334,37.7978871316
"290",4.02097222222,37.2994122476
"291",4.03486111112,37.339525548
"292",4.04875,37.1293305952
"293",4.06263888888,37.390529356
"294",4.07652777778,37.7716319026
"295",4.09041666666,37.491378199
"296",4.10430555556,37.0674641202
"297",4.11819444444,37.1612684314
"298",4.13208333334,36.8637886458
"299",4.14597222222,36.4087628348
"300",4.15986111112,36.3359115918
"301",4.17375,36.4650623808
"302",4.18763888888,36.1637251356
"303",4.20152777778,37.082450071
"304",4.21541666666,36.9419854108
"305",4.22930555556,36.4507337136
"306",4.24319444444,35.9887275182
"307",4.25708333334,35.6234196326
"308",4.27097222222,35.863219042
"309",4.28486111112,36.9155516802
"310",4.29875,39.3578403276
"311",4.31263888888,38.9778768806
"312",4.32652777778,38.2833240758
"313",4.34041666666,37.4553618152
"314",4.35430555556,37.1863322188
"315",4.36819444444,37.1079113058
"316",4.38208333334,36.3146589354
"317",4.39597222222,35.724215112
"318",4.40986111112,35.6919850796
"319",4.42375,36.0706808548
"320",4.43763888888,36.556492036
"321",4.45152777778,36.1560198068
"322",4.46541666666,35.5292320898
"323",4.47930555556,35.6280136062
"324",4.49319444444,36.2377829274
"325",4.50708333334,36.6032146532
"326",4.52097222222,36.1138481814
"327",4.53486111112,36.322898799
"328",4.54875,36.3036735738
"329",4.56263888888,35.7784736248
"330",4.57652777778,35.5259097386
"331",4.59041666666,35.246702831
"332",4.60430555556,35.2914825122
"333",4.61819444444,35.3010035546
"334",4.63208333334,35.491893907
"335",4.64597222222,35.4400596794
"336",4.65986111112,35.3235441744
"337",4.67375,36.142901699
"338",4.68763888888,38.7319308166
"339",4.70152777778,37.3956950386
"340",4.71541666666,37.3183928906
"341",4.72930555556,38.6857257798
"342",4.74319444444,39.6262012922
"343",4.75708333334,39.7519516778
"344",4.77097222222,39.5464767898
"345",4.78486111112,38.9742199026
"346",4.79875,38.5706448412
"347",4.81263888888,39.439131248
"348",4.82652777778,38.5582668822
"349",4.84041666666,37.7774800322
"350",4.85430555556,37.940963123
"351",4.86819444444,38.3127798604
"352",4.88208333334,38.5757914602
"353",4.89597222222,37.9535821808
"354",4.90986111112,37.941205723
"355",4.92375,37.6757092324
"356",4.93763888888,37.5594234516
"357",4.95152777778,37.326026422
"358",4.96541666666,37.1129811028
"359",4.97930555556,37.1858020344
"360",4.99319444444,36.9134305398
"361",5.00708333334,37.0072000228
"362",5.02097222222,36.9039552794
"363",5.03486111112,36.8303716658
"364",5.04875,37.002343135
"365",5.06263888888,36.5566839848
"366",5.07652777778,36.6081100152
"367",5.09041666666,37.307142846
"368",5.10430555556,36.5807798908
"369",5.11819444444,36.7361840716
"370",5.13208333334,36.7119403804
"371",5.14597222222,37.283307856
"372",5.15986111112,37.8150458808
"373",5.17375,38.0278475458
"374",5.18763888888,37.6278883544
"375",5.20152777778,37.1105847122
"376",5.21541666666,37.1635707374
"377",5.22930555556,38.8656861984
"378",5.24319444444,37.9785591574
"379",5.25708333334,39.6539429578
"380",5.27097222222,40.1042249094
"381",5.28486111112,40.293844219
"382",5.29875,40.5656142296
"383",5.31263888888,40.4397408636
"384",5.32652777778,40.276186581
"385",5.34041666666,39.6402065896
"386",5.35430555556,38.7784599474
"387",5.36819444444,38.460487309
"388",5.38208333334,38.9353534536
"389",5.39597222222,38.2939298508
"390",5.40986111112,37.8654361674
"391",5.42375,42.5562197678
"392",5.43763888888,52.7221731658
"393",5.45152777778,68.7262500274
"394",5.46541666666,90.1324618146
"395",5.47930555556,110.973651692
"396",5.49319444444,128.118399528
"397",5.50708333334,138.122870346
"398",5.52097222222,141.48850785
"399",5.53486111112,143.169619327778
"400",5.54875,141.250157579167
"401",5.56263888888,138.856135224
"402",5.57652777778,135.380106118
"403",5.59041666666,136.22515743
"404",5.60430555556,139.430074974
"405",5.61819444444,138.381952858
"406",5.63208333334,137.345837484
"407",5.64597222222,134.919401736
"408",5.65986111112,133.745547588
"409",5.67375,131.53204924
"410",5.68763888888,128.473472474
"411",5.70152777778,128.34947544
"412",5.71541666666,125.42990337
"413",5.72930555556,125.169836432
"414",5.74319444444,123.841945682
"415",5.75708333334,122.724046092
"416",5.77097222222,122.598426134
"417",5.78486111112,122.158252
"418",5.79875,122.301539358
"419",5.81263888888,124.259252832
"420",5.82652777778,122.883072934
"421",5.84041666666,101.5935936398
"422",5.85430555556,70.6403850578
"423",5.86819444444,54.5801514938
"424",5.88208333334,42.3148169422
"425",5.89597222222,32.7988297422
"426",5.90986111112,25.5230880914
"427",5.92375,19.9763159006
"428",5.93763888888,15.3816755836
"429",5.95152777778,11.6356807854
"430",5.96541666666,8.80148874498
"431",5.97930555556,6.85760376202
"432",5.99319444444,4.97671696392
"433",6.00708333334,3.64250508246
"434",6.02097222222,2.51496845212
"435",6.03486111112,1.61138459954
"436",6.04875,1.25421956356
"437",6.06263888888,0.8992944584
"438",6.07652777778,0.5770395539
"439",6.09041666666,0.09588367542
"440",6.10430555556,-0.0224980673
"441",6.11819444444,0.17183826646
"442",6.13208333334,0.09714334372
"443",6.14597222222,0.24401205322
"444",6.15986111112,0.15696839224
"445",6.17375,0.15127615132
"446",6.18763888888,-0.05441206722
"447",6.20152777778,-0.2280718428
